"AS OF DATE","PROCESSED DATE","SOURCE NAME 1","SOURCE NAME 2","FUND","MODEL","TYPE","DESCRIPTION","CATEGORY","SHARES","PRICE","TOTAL"
"2024-10-30","2024-10-30","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","10.370000","0.050"
"2024-12-03","2024-12-03","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0050000000","10.350000","0.050"
"2024-05-31","2024-05-31","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","10.140000","0.040"
"2024-04-30","2024-04-30","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","10.070000","0.040"
"2024-07-12","2024-07-12","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0120000000","10.320000","0.120"
"2024-07-12","2024-07-12","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0110000000","10.320000","0.110"
"2024-07-12","2024-07-12","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0380000000","10.320000","0.390"
"2024-07-12","2024-07-12","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0130000000","10.320000","0.130"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0040000000","73.280000","0.290"
"2023-12-19","2023-12-19","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","73.540000","0.110"
"2023-12-19","2023-12-19","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","73.540000","0.160"
"2024-01-12","2024-01-12","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0030000000","74.160000","0.260"
"2024-06-28","2024-06-28","ROLLOVER","","RNWGX","5019","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1320000000","80.530000","-10.630"
"2024-06-28","2024-06-28","ROLLOVER","","BIMIX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","10.250000","0.040"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0020000000","73.280000","0.150"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0040000000","73.280000","0.290"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0020000000","73.280000","0.150"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2390000000","73.280000","-17.510"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0100000000","73.280000","0.730"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0060000000","73.280000","0.440"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2040000000","71.770000","-14.670"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1180000000","71.770000","-8.500"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0120000000","73.280000","0.870"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0520000000","73.280000","3.790"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0160000000","73.280000","1.180"
"2023-07-10","2023-07-10","ROLLOVER","","RNWGX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0170000000","73.280000","1.210"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2960000000","71.770000","-21.260"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0590000000","71.770000","-4.250"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.3550000000","71.770000","-25.500"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1780000000","71.770000","-12.760"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1180000000","71.770000","-8.500"
"2023-05-30","2023-05-30","ROLLOVER","","RNWGX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0590000000","71.770000","-4.240"
"2022-06-22","2022-06-22","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","81.560000","0.250"
"2022-09-20","2022-09-20","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","85.180000","0.250"
"2022-12-27","2022-12-27","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0230000000","83.870000","1.970"
"2022-12-27","2022-12-27","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","83.870000","0.310"
"2022-12-27","2022-12-27","ROLLOVER","","RNWGX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0210000000","66.610000","1.420"
"2022-02-14","2022-02-14","ROLLOVER","","RNWGX","","PURCHASE OF SHARES","ROLLOVER CONTRIBUTION","CONTRIBUTION","1.6050000000","79.860000","128.210"
"2023-07-10","2023-07-10","ROLLOVER","","VEIRX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1040000000","83.280000","-8.660"
"2023-05-30","2023-05-30","ROLLOVER","","VEIRX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2890000000","81.080000","-23.400"
"2023-05-30","2023-05-30","ROLLOVER","","VEIRX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0430000000","81.080000","-3.500"
"2023-03-21","2023-03-21","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","78.860000","0.230"
"2022-02-14","2022-02-14","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","ROLLOVER CONTRIBUTION","CONTRIBUTION","0.3980000000","92.040000","36.630"
"2022-03-24","2022-03-24","ROLLOVER","","VEIRX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","92.890000","0.220"
"2024-07-12","2024-07-12","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0280000000","25.000000","0.700"
"2023-12-18","2023-12-18","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0150000000","22.980000","0.340"
"2023-12-18","2023-12-18","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0210000000","22.980000","0.490"
"2025-01-09","2025-01-09","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0260000000","22.570000","0.590"
"2025-01-09","2025-01-09","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0030000000","22.570000","0.070"
"2025-01-09","2025-01-09","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","ASSET ALLOCATION","TRANSFERS","0.0010000000","22.570000","0.030"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.1060000000","22.290000","2.370"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.1080000000","22.290000","2.410"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.3410000000","22.290000","7.580"
"2024-12-18","2024-12-18","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0180000000","22.950000","0.410"
"2024-12-18","2024-12-18","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","22.950000","0.090"
"2024-12-18","2024-12-18","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0610000000","22.950000","1.410"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0390000000","22.290000","0.870"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0260000000","22.290000","0.580"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0650000000","22.290000","1.460"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0130000000","22.290000","0.300"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0260000000","22.290000","0.590"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0130000000","22.290000","0.290"
"2023-05-30","2023-05-30","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.8510000000","9.990000","8.500"
"2023-07-05","2023-07-05","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","9.980000","0.020"
"2025-01-09","2025-01-09","ROLLOVER","","VFSUX","5021","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.0050000000","10.300000","-0.050"
"2025-01-09","2025-01-09","ROLLOVER","","VFSUX","5021","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.0020000000","10.300000","-0.020"
"2025-02-04","2025-02-04","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.330000","0.020"
"2023-07-10","2023-07-10","ROLLOVER","","YACKX","5019","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.0780000000","22.290000","1.740"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0250000000","9.940000","-0.250"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0290000000","9.940000","-0.290"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0250000000","9.940000","-0.250"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0170000000","9.940000","-0.170"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0840000000","9.940000","-0.830"
"2023-06-02","2023-06-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.040000","0.020"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0250000000","9.940000","-0.250"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0580000000","9.940000","-0.580"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0540000000","9.940000","-0.540"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0580000000","9.940000","-0.580"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0170000000","9.940000","-0.170"
"2023-07-10","2023-07-10","ROLLOVER","","VFSUX","5021","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0250000000","9.940000","-0.250"
"2024-08-02","2024-08-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.320000","0.020"
"2024-09-04","2024-09-04","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.390000","0.020"
"2024-10-02","2024-10-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.460000","0.020"
"2024-11-04","2024-11-04","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.330000","0.020"
"2024-12-03","2024-12-03","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.360000","0.020"
"2025-01-03","2025-01-03","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.310000","0.020"
"2023-11-02","2023-11-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0010000000","9.890000","0.010"
"2024-04-02","2024-04-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0010000000","10.200000","0.020"
"2024-05-02","2024-05-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0010000000","10.100000","0.020"
"2024-06-04","2024-06-04","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.170000","0.020"
"2024-07-02","2024-07-02","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","10.190000","0.020"
"2024-07-12","2024-07-12","ROLLOVER","","VFSUX","5021","SALE OF SHARES","ASSET ALLOCATION","TRANSFERS","-0.0110000000","10.260000","-0.110"
"2025-01-02","2025-01-02","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0010000000","26.520000","0.030"
"2025-01-02","2025-01-02","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0620000000","26.520000","1.650"
"2025-01-02","2025-01-02","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0330000000","26.520000","0.870"
"2023-12-29","2023-12-29","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0320000000","26.950000","0.850"
"2023-12-29","2023-12-29","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0280000000","26.950000","0.770"
"2023-10-03","2023-10-03","ROLLOVER","","VFSUX","5021","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0010000000","9.930000","0.010"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1260000000","26.830000","-3.380"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0380000000","26.830000","-1.010"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0880000000","26.830000","-2.370"
"2023-01-04","2023-01-04","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0080000000","25.240000","0.200"
"2022-12-30","2022-12-30","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0070000000","25.240000","0.190"
"2022-02-14","2022-02-14","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","ROLLOVER CONTRIBUTION","CONTRIBUTION","0.3080000000","29.740000","9.160"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0380000000","26.830000","-1.010"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0440000000","26.830000","-1.180"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0380000000","26.830000","-1.020"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0820000000","26.830000","-2.200"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0880000000","26.830000","-2.370"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0250000000","26.830000","-0.680"
"2023-06-12","2023-06-12","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0020000000","12.790000","-0.020"
"2025-01-14","2025-01-14","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0130000000","12.980000","-0.170"
"2025-02-12","2025-02-12","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0130000000","13.330000","-0.170"
"2023-05-30","2023-05-30","ROLLOVER","","VTWNX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","1.2770000000","26.510000","33.860"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0250000000","26.830000","-0.680"
"2023-07-10","2023-07-10","ROLLOVER","","VTWNX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.0380000000","26.830000","-1.020"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.4240000000","12.670000","-5.370"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1710000000","12.670000","-2.170"
"2023-03-30","2023-03-30","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","12.550000","0.030"
"2023-05-30","2023-05-30","ROLLOVER","","VTINX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","0.4710000000","12.650000","5.960"
"2023-05-30","2023-05-30","ROLLOVER","","VTINX","","PURCHASE OF SHARES","PURCHASE DUE TO FUND TRANSFER","TRANSFERS","4.8820000000","12.650000","61.750"
"2023-06-30","2023-06-30","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0340000000","12.800000","0.440"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.1710000000","12.670000","-2.170"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.8550000000","12.670000","-10.830"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2560000000","12.670000","-3.250"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.5990000000","12.670000","-7.580"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.5560000000","12.670000","-7.040"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.5990000000","12.670000","-7.580"
"2023-01-04","2023-01-04","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","12.200000","0.030"
"2023-01-04","2023-01-04","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0090000000","12.200000","0.110"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2560000000","12.670000","-3.250"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2560000000","12.670000","-3.250"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2990000000","12.670000","-3.790"
"2023-07-10","2023-07-10","ROLLOVER","","VTINX","","SALE OF SHARES","SALE DUE TO FUND TRANSFER","TRANSFERS","-0.2560000000","12.670000","-3.250"
"2025-01-02","2025-01-02","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0340000000","13.110000","0.440"
"2025-01-02","2025-01-02","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0170000000","13.110000","0.220"
"2022-02-14","2022-02-14","ROLLOVER","","VTINX","","PURCHASE OF SHARES","ROLLOVER CONTRIBUTION","CONTRIBUTION","0.6580000000","13.930000","9.160"
"2022-03-30","2022-03-30","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0010000000","13.730000","0.020"
"2022-06-30","2022-06-30","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0040000000","12.630000","0.050"
"2022-09-29","2022-09-29","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0030000000","11.980000","0.040"
"2024-09-13","2024-09-13","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","13.760000","-0.170"
"2024-10-01","2024-10-01","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0090000000","13.840000","0.120"
"2024-10-11","2024-10-11","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","13.720000","-0.170"
"2024-11-15","2024-11-15","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","13.640000","-0.170"
"2024-12-10","2024-12-10","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","13.880000","-0.170"
"2025-01-02","2025-01-02","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0020000000","13.110000","0.020"
"2024-04-12","2024-04-12","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0080000000","13.070000","-0.110"
"2024-05-10","2024-05-10","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0110000000","13.180000","-0.150"
"2024-06-13","2024-06-13","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0080000000","13.340000","-0.110"
"2024-07-02","2024-07-02","ROLLOVER","","VTINX","","PURCHASE OF SHARES","REINVESTED DIVIDEND","GAIN/LOSS","0.0110000000","13.240000","0.150"
"2024-07-11","2024-07-11","ROLLOVER","","VTINX","","SALE OF SHARES","TRUSTEE FEE","FEES","-0.0120000000","13.410000","-0.160"
